Name	Kind	Camp	Series	HeadImage	ClientOnly	CorpseIdx	DeathFrame	WalkFrame	RunFrame	HurtFrame	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	StandFrame	StandFrame1	Stature	Treasure	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	FireResistMax	ColdResistMax	LightingResistMax	PoisonResistMax	PhycicsResistMax	ActiveRadius	VisionRadius	DropRateFile	AIMaxTime	HitRecover	ReviveFrame	ArmorType	HelmType	WeaponType	HorseType	RideHorse	ActionScript	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	LifeReplenish	Defense	MinDamage	MaxDamage	AttackRating	RedLum	GreenLum	BlueLum	FireResist	ColdResist	LightingResist	PoisonResist	PhycicsResist	ten	ExpParam1	ExpParam2	ExpParam3	LifeParam1	LifeParam2	LifeParam3	ARParam1	ARParam2	ARParam3	NpcResType	DefenseParam1	DefenseParam2	DefenseParam3	MinDamageParam1	MinDamageParam2	MinDamageParam3	MaxDamageParam1	MaxDamageParam2	MaxDamageParam3
h       1	3	6	4			130	36	24	24	12	6	6	25	25	28	28	100	2	1	0	0	80	70	60	0	0	90	75	60	75	75	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		短兵物理攻击	1|0	夺魂镖	1|0.2	夺魂镖	1|0.2	夺魂镖	1|0.2	3	50|4	5|1	5|1	60|6				0|0.95	0|0.5	0|0	0|0.5	0|0.5	南宋副将1	8	2.5	700	60	5		60	6		enemy021	50	4	10	5	1	10	5	1	10
j       2	3	6	0			131	24	22	22	12	6	6	25	25	33	43	100	2	1	0	0	80	70	60	0	0	75	60	75	75	90	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		短兵物理攻击	1|0	沿门托钵	1|0.2	沿门托钵	1|0.2	沿门托钵	1|0.2	3	50|4	5|1	5|1	60|6				0|0.5	0|0	0|0.5	0|0.5	0|0.95	南宋副将2	8	2.5	700	60	5		60	6		enemy022	50	4	10	5	1	10	5	1	10
k       1	3	6	1			132	38	31	31	12	6	6	25	25	32	55	100	2	1	0	0	80	90	100	0	0	75	90	75	60	75	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		短兵物理攻击	1|0	血手毒杀	1|0.2	血手毒杀	1|0.2	血手毒杀	1|0.2	3	50|4	5|1	5|1	60|6				0|0.5	0|0.95	0|0.5	0|0	0|0.5	金国副将1	8	2.5	700	60	5		60	6		enemy023	50	4	10	5	1	10	5	1	10
l       2	3	6	2			133	32	24	24	12	6	6	25	25	24	40	100	2	1	0	0	60	80	100	0	0	60	75	75	90	75	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		短兵物理攻击	1|0	浑水摸鱼	1|0.2	浑水摸鱼	1|0.2	浑水摸鱼	1|0.2	3	50|4	5|1	5|1	60|6				0|0	0|0.5	0|0.5	0|0.95	0|0.5	金国副将2	8	2.5	700	60	5		60	6		enemy024	50	4	10	5	1	10	5	1	10
z       2	3	6	3			135	30	24	24	12	6	6	25	25	25	31	100	1	3	20	20	60	70	80	0	0	75	75	90	75	60	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		射箭	1|0	射箭	1|0	射箭	1|0	射箭	1|0	3	50|4	5|1	5|1	60|6				0|0.5	0|0.5	0|0.95	0|0.5	0|0	南宋弓兵2	8	2.5	700	60	5		60	6		enemy026	50	4	10	5	1	10	5	1	10
x       2	3	6	4			137	31	26	26	12	6	6	25	25	24	28	100	1	3	20	20	60	70	80	0	0	90	75	60	75	75	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		射箭	1|0	射箭	1|0	射箭	1|0	射箭	1|0	3	50|4	5|1	5|1	60|6				0|0.95	0|0.5	0|0	0|0.5	0|0.5	金国弓兵2	8	2.5	700	60	5		60	6		enemy028	50	4	10	5	1	10	5	1	10
c       1	3	6	0			138	23	26	26	12	6	6	25	25	33	36	100	1	3	20	20	60	70	80	0	0	75	60	75	75	90	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0.5	0|0	0|0.5	0|0.5	0|0.95	南宋刀兵1	8	2.5	700	60	5		60	6		enemy029	50	4	10	5	1	10	5	1	10
v       1	3	6	0			140	30	23	23	12	6	6	25	25	28	33	100	1	3	20	20	60	70	80	0	0	75	90	75	60	75	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0.5	0|0.95	0|0.5	0|0	0|0.5	金国刀兵1	8	2.5	700	60	5		60	6		enemy031	50	4	10	5	1	10	5	1	10
b       2	3	6	0			143	28	22	22	11	6	6	25	25	24	46	100	1	3	20	20	60	70	80	0	0	75	75	75	75	75	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		长兵物理攻击	1|0	长兵物理攻击	1|0	长兵物理攻击	1|0	长兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0	0	0	0	0	南宋枪兵2	8	2.5	700	60	5		60	6		enemy034	50	4	10	5	1	10	5	1	10
n       2	3	6	0			145	30	21	21	12	6	6	25	25	24	43	100	1	3	20	20	60	70	80	0	0	75	75	75	75	75	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		长兵物理攻击	1|0	长兵物理攻击	1|0	长兵物理攻击	1|0	长兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0	0	0	0	0	金国枪兵2	8	2.5	700	60	5		60	6		enemy036	50	4	10	5	1	10	5	1	10
Q	3	6	0			146									38	38	100																350	\Settings\DropRate.ini				0	0	0	0	0																							少林方丈			700	60	5		60	6		enemy037	50	4	10	5	1	10	5	1	10
W	3	6	0			147									25	26	100																350	\Settings\DropRate.ini				0	0	0	0	0																							少林空寂			700	60	5		60	6		enemy038	50	4	10	5	1	10	5	1	10
E	3	6	0			148									27	24	100																350	\Settings\DropRate.ini				0	0	0	0	0																							少林空灭			700	60	5		60	6		enemy039	50	4	10	5	1	10	5	1	10
R	3	6	0			149									33	40	100																350	\Settings\DropRate.ini				0	0	0	0	0																							戒律院首座			700	60	5		60	6		enemy040	50	4	10	5	1	10	5	1	10
T	3	6	0			150									19	30	100																350	\Settings\DropRate.ini				0	0	0	0	0																							达摩院首座			700	60	5		60	6		enemy041	50	4	10	5	1	10	5	1	10
Y	3	6	0			151									26	22	100																350	\Settings\DropRate.ini				0	0	0	0	0																							证道院首座			700	60	5		60	6		enemy042	50	4	10	5	1	10	5	1	10
U	3	6	0			152									28	36	100																350	\Settings\DropRate.ini				0	0	0	0	0																							罗汉堂首座			700	60	5		60	6		enemy043	50	4	10	5	1	10	5	1	10
I	3	6	0			153									20	28	100																350	\Settings\DropRate.ini				0	0	0	0	0																							般若堂首座			700	60	5		60	6		enemy044	50	4	10	5	1	10	5	1	10
O	3	6	0			154									20	45	100																350	\Settings\DropRate.ini				0	0	0	0	0																							藏经阁首座			700	60	5		60	6		enemy045	50	4	10	5	1	10	5	1	10
P	3	6	0			155									31	31	100																350	\Settings\DropRate.ini				0	0	0	0	0																							武当掌门			700	60	5		60	6		enemy046	50	4	10	5	1	10	5	1	10
A	3	6	0			156									33	33	100																350	\Settings\DropRate.ini				0	0	0	0	0																							武当护法叶继美			700	60	5		60	6		enemy047	50	4	10	5	1	10	5	1	10
S	3	6	0			157									27	29	100																350	\Settings\DropRate.ini				0	0	0	0	0																							武当护法徐岱岳			700	60	5		60	6		enemy048	50	4	10	5	1	10	5	1	10
D	3	6	0			158									30	31	100																350	\Settings\DropRate.ini				0	0	0	0	0																							武当护法周云泉			700	60	5		60	6		enemy049	50	4	10	5	1	10	5	1	10
F	3	6	0			159									36	40	100																350	\Settings\DropRate.ini				0	0	0	0	0																							武当护法单思南			700	60	5		60	6		enemy050	50	4	10	5	1	10	5	1	10
G	3	6	0			160									27	28	100																350	\Settings\DropRate.ini				0	0	0	0	0																							武当护法李天目			700	60	5		60	6		enemy051	50	4	10	5	1	10	5	1	10
H	3	6	0			161									33	38	100																350	\Settings\DropRate.ini				0	0	0	0	0																							武当护法姚石门			700	60	5		60	6		enemy052	50	4	10	5	1	10	5	1	10
J	3	6	0			162									28	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																							武当侍童清风			700	60	5		60	6		enemy053	50	4	10	5	1	10	5	1	10
K	3	6	0			163									30	30	100																350	\Settings\DropRate.ini				0	0	0	0	0																							武当侍童明月			700	60	5		60	6		enemy054	50	4	10	5	1	10	5	1	10
L	3	6	0			164									32	28	100																350	\Settings\DropRate.ini				0	0	0	0	0																							峨嵋掌门			700	60	5		60	6		enemy055	50	4	10	5	1	10	5	1	10
Z	3	6	0			165									37	38	100																350	\Settings\DropRate.ini				0	0	0	0	0																							峨嵋尼姑妙如			700	60	5		60	6		enemy056	50	4	10	5	1	10	5	1	10
X	3	6	0			166									31	31	100																350	\Settings\DropRate.ini				0	0	0	0	0																							峨嵋尼姑妙隐			700	60	5		60	6		enemy057	50	4	10	5	1	10	5	1	10
C	3	6	0			167									25	24	100																350	\Settings\DropRate.ini				0	0	0	0	0																							拜月仙子			700	60	5		60	6		enemy058	50	4	10	5	1	10	5	1	10
V	3	6	0			168									31	31	100																350	\Settings\DropRate.ini				0	0	0	0	0																							折梅仙子			700	60	5		60	6		enemy059	50	4	10	5	1	10	5	1	10
B	3	6	0			169									31	31	100																350	\Settings\DropRate.ini				0	0	0	0	0																							横波仙子			700	60	5		60	6		enemy060	50	4	10	5	1	10	5	1	10
N	3	6	0			170									30	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																							拂云仙子			700	60	5		60	6		enemy061	50	4	10	5	1	10	5	1	10
M	3	6	0			171									28	24	100																350	\Settings\DropRate.ini				0	0	0	0	0																							映雪仙子			700	60	5		60	6		enemy062	50	4	10	5	1	10	5	1	10
111	3	6	0			172									24	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																							幽兰仙子			700	60	5		60	6		enemy063	50	4	10	5	1	10	5	1	10
123	3	6	0			173									24	26	100																350	\Settings\DropRate.ini				0	0	0	0	0																							移光仙子			700	60	5		60	6		enemy064	50	4	10	5	1	10	5	1	10
Q1	3	6	0			174									24	49	100																350	\Settings\DropRate.ini				0	0	0	0	0																							昆仑掌门			700	60	5		60	6		enemy065	50	4	10	5	1	10	5	1	10
W2	3	6	0			175									24	24	100																350	\Settings\DropRate.ini				0	0	0	0	0																							昆仑护法青莲子			700	60	5		60	6		enemy066	50	4	10	5	1	10	5	1	10
E3	3	6	0			176									36	36	100																350	\Settings\DropRate.ini				0	0	0	0	0																							昆仑护法玉衡子			700	60	5		60	6		enemy067	50	4	10	5	1	10	5	1	10
R4	3	6	0			177									24	54	100																350	\Settings\DropRate.ini				0	0	0	0	0																							昆仑护法叹息老人			700	60	5		60	6		enemy068	50	4	10	5	1	10	5	1	10
T5	3	6	0			178									21	36	100																350	\Settings\DropRate.ini				0	0	0	0	0																							昆仑护法童夕颜			700	60	5		60	6		enemy069	50	4	10	5	1	10	5	1	10
Y6	3	6	0			179									26	31	100																350	\Settings\DropRate.ini				0	0	0	0	0																							昆仑护法朱缺			700	60	5		60	6		enemy070	50	4	10	5	1	10	5	1	10
U8	3	6	0			180									32	50	100																350	\Settings\DropRate.ini				0	0	0	0	0																							丐帮帮主			700	60	5		60	6		enemy071	50	4	10	5	1	10	5	1	10
I7	3	6	0			181									30	35	100																350	\Settings\DropRate.ini				0	0	0	0	0																							传功长老			700	60	5		60	6		enemy072	50	4	10	5	1	10	5	1	10
O9	3	6	0			182									30	46	100																350	\Settings\DropRate.ini				0	0	0	0	0																							执法长老			700	60	5		60	6		enemy073	50	4	10	5	1	10	5	1	10
P10	3	6	0			183									19	24	100																350	\Settings\DropRate.ini				0	0	0	0	0																							掌砵长老			700	60	5		60	6		enemy074	50	4	10	5	1	10	5	1	10
A11	3	6	0			184									30	27	100																350	\Settings\DropRate.ini				0	0	0	0	0																							掌棒长老			700	60	5		60	6		enemy075	50	4	10	5	1	10	5	1	10
S12	3	6	0			185									40	40	100																350	\Settings\DropRate.ini				0	0	0	0	0																							五袋弟子			700	60	5		60	6		enemy076	50	4	10	5	1	10	5	1	10
D13	3	6	0			186									26	33	100																350	\Settings\DropRate.ini				0	0	0	0	0																							唐门掌门			700	60	5		60	6		enemy077	50	4	10	5	1	10	5	1	10
F14	3	6	0			187									27	27	100																350	\Settings\DropRate.ini				0	0	0	0	0																							追魂叟			700	60	5		60	6		enemy078	50	4	10	5	1	10	5	1	10
G15	3	6	0			188									30	35	100																350	\Settings\DropRate.ini				0	0	0	0	0																							焦髯叟			700	60	5		60	6		enemy079	50	4	10	5	1	10	5	1	10
H16	3	6	0			189									28	44	100																350	\Settings\DropRate.ini				0	0	0	0	0																							绝春叟			700	60	5		60	6		enemy080	50	4	10	5	1	10	5	1	10
J17	3	6	0			190									30	30	100																350	\Settings\DropRate.ini				0	0	0	0	0																							白袍叟			700	60	5		60	6		enemy081	50	4	10	5	1	10	5	1	10
K18	3	6	0			191									35	28	100																350	\Settings\DropRate.ini				0	0	0	0	0																							唐一尘			700	60	5		60	6		enemy082	50	4	10	5	1	10	5	1	10
L19	3	6	0			192									32	28	100																350	\Settings\DropRate.ini				0	0	0	0	0																							唐不染			700	60	5		60	6		enemy083	50	4	10	5	1	10	5	1	10
Z20	3	6	0			193									28	36	100																350	\Settings\DropRate.ini				0	0	0	0	0																							天王帮主			700	60	5		60	6		enemy084	50	4	10	5	1	10	5	1	10
X21	3	6	0			194									35	33	100																350	\Settings\DropRate.ini				0	0	0	0	0																							天护法			700	60	5		60	6		enemy085	50	4	10	5	1	10	5	1	10
C22	3	6	0			195									30	35	100																350	\Settings\DropRate.ini				0	0	0	0	0																							地护法			700	60	5		60	6		enemy086	50	4	10	5	1	10	5	1	10
V23	3	6	0			196									30	30	100																350	\Settings\DropRate.ini				0	0	0	0	0																							前使			700	60	5		60	6		enemy087	50	4	10	5	1	10	5	1	10
B24	3	6	0			197									28	28	100																350	\Settings\DropRate.ini				0	0	0	0	0																							右使			700	60	5		60	6		enemy088	50	4	10	5	1	10	5	1	10
N25	3	6	0			198									30	35	100																350	\Settings\DropRate.ini				0	0	0	0	0																							左使			700	60	5		60	6		enemy089	50	4	10	5	1	10	5	1	10
M26	3	6	0			199									16	19	100																350	\Settings\DropRate.ini				0	0	0	0	0																							湖岛醉仙			700	60	5		60	6		enemy090	50	4	10	5	1	10	5	1	10
q1	3	6	0			200									30	31	100																350	\Settings\DropRate.ini				0	0	0	0	0																							五毒教主			700	60	5		60	6		enemy091	50	4	10	5	1	10	5	1	10
w2	3	6	0			201									31	31	100																350	\Settings\DropRate.ini				0	0	0	0	0																							金蛇香主			700	60	5		60	6		enemy092	50	4	10	5	1	10	5	1	10
e3	3	6	0			202									31	35	100																350	\Settings\DropRate.ini				0	0	0	0	0																							赤蝎香主			700	60	5		60	6		enemy093	50	4	10	5	1	10	5	1	10
r4	3	6	0			203									30	30	100																350	\Settings\DropRate.ini				0	0	0	0	0																							墨蛛香主			700	60	5		60	6		enemy094	50	4	10	5	1	10	5	1	10
t5	3	6	0			204									24	30	100																350	\Settings\DropRate.ini				0	0	0	0	0																							银蟾香主			700	60	5		60	6		enemy095	50	4	10	5	1	10	5	1	10
y6	3	6	0			205									31	30	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青蜈香主			700	60	5		60	6		enemy096	50	4	10	5	1	10	5	1	10
u7	3	6	0			206									28	24	100																350	\Settings\DropRate.ini				0	0	0	0	0																							毒仙子			700	60	5		60	6		enemy097	50	4	10	5	1	10	5	1	10
i8	3	6	0			207									28	30	100																350	\Settings\DropRate.ini				0	0	0	0	0																							翠烟掌门			700	60	5		60	6		enemy098	50	4	10	5	1	10	5	1	10
o9	3	6	0			208									19	24	100																350	\Settings\DropRate.ini				0	0	0	0	0																							海棠使者			700	60	5		60	6		enemy099	50	4	10	5	1	10	5	1	10
p10	3	6	0			209									24	29	100																350	\Settings\DropRate.ini				0	0	0	0	0																							水仙使者			700	60	5		60	6		enemy100	50	4	10	5	1	10	5	1	10
a11	3	6	0			210									30	30	100																350	\Settings\DropRate.ini				0	0	0	0	0																							蔷薇使者			700	60	5		60	6		enemy101	50	4	10	5	1	10	5	1	10
s12	3	6	0			211									19	28	100																350	\Settings\DropRate.ini				0	0	0	0	0																							梨花使者			700	60	5		60	6		enemy102	50	4	10	5	1	10	5	1	10
d13	3	6	0			212									30	30	100																350	\Settings\DropRate.ini				0	0	0	0	0																							天忍教主			700	60	5		60	6		enemy103	50	4	10	5	1	10	5	1	10
f14	3	6	0			213									30	31	100																350	\Settings\DropRate.ini				0	0	0	0	0																							左护法			700	60	5		60	6		enemy104	50	4	10	5	1	10	5	1	10
g15	3	6	0			214									30	36	100																350	\Settings\DropRate.ini				0	0	0	0	0																							右护法			700	60	5		60	6		enemy105	50	4	10	5	1	10	5	1	10
g16	3	6	0			215									29	30	100																350	\Settings\DropRate.ini				0	0	0	0	0																							风堂堂主			700	60	5		60	6		enemy106	50	4	10	5	1	10	5	1	10
h17	3	6	0			216									32	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																							火堂堂主			700	60	5		60	6		enemy107	50	4	10	5	1	10	5	1	10
j18	3	6	0			217									28	34	100																350	\Settings\DropRate.ini				0	0	0	0	0																							雷堂堂主			700	60	5		60	6		enemy108	50	4	10	5	1	10	5	1	10
k19	3	6	0			218									28	28	100																350	\Settings\DropRate.ini				0	0	0	0	0																							日、月坛坛主			700	60	5		60	6		enemy109	50	4	10	5	1	10	5	1	10
l20	3	6	0			219									30	40	100																350	\Settings\DropRate.ini				0	0	0	0	0																							星坛坛主			700	60	5		60	6		enemy110	50	4	10	5	1	10	5	1	10
z21	3	6	0			220									22	30	100																350	\Settings\DropRate.ini				0	0	0	0	0																							独孤剑			700	60	5		60	6		enemy111	50	4	10	5	1	10	5	1	10
x22	3	6	0			221									36	33	100																350	\Settings\DropRate.ini				0	0	0	0	0																							张琳心			700	60	5		60	6		enemy112	50	4	10	5	1	10	5	1	10
c23	0	5	0			230	30	15	15	13	6	6	25	25	30	40	100	3	3	40	40	80	80	80	0	0	60	75	75	90	75	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		天王战意	1|0.2	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0	0|0.5	0|0.5	0|0.95	0|0.5	西北山贼首领	8	2.5	700	60	5		60	6		enemy121	50	4	10	5	1	10	5	1	10
v24	0	5	1			231	27	18	18	12	6	6	25	25	35	35	100	3	3	1	1	80	80	80	0	0	75	75	90	75	60	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		天王战意	1|0.2	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0.5	0|0.5	0|0.95	0|0.5	0|0	西南山贼首领	8	2.5	700	60	5		60	6		enemy122	50	4	10	5	1	10	5	1	10
b25	0	5	2			232	30	16	16	12	6	6	25	25	30	30	100	3	3	40	30	80	80	80	0	0	90	75	60	75	75	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		天王战意	1|0.2	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0.95	0|0.5	0|0	0|0.5	0|0.5	江南山贼首领	8	2.5	700	60	5		60	6		enemy123	50	4	10	5	1	10	5	1	10
n26	0	5	3			233	36	18	18	13	6	6	25	25	30	30	100	3	3	30	20	80	80	80	0	0	75	60	75	75	90	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		天王战意	1|0.2	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0.5	0|0	0|0.5	0|0.5	0|0.95	东北山贼首领	8	2.5	700	60	5		60	6		enemy124	50	4	10	5	1	10	5	1	10
m27	0	5	4			234	33	18	18	13	6	6	25	25	30	30	100	3	3	1	1	80	80	80	0	0	75	90	75	60	75	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		天王战意	1|0.2	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0.5	0|0.95	0|0.5	0|0	0|0.5	华北山贼首领	8	2.5	700	60	5		60	6		enemy125	50	4	10	5	1	10	5	1	10
	0	5	0			235	36	19	19	13	6	6	25	25	36	27	100	3	3	40	50	80	80	80	0	0	60	75	75	90	75	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		天王战意	1|0.2	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0	0|0.5	0|0.5	0|0.95	0|0.5	南部山贼首领	8	2.5	700	60	5		60	6		enemy126	50	4	10	5	1	10	5	1	10
中原山贼首领	0	5	1			236	42	18	18	14	6	6	25	25	36	36	100	3	3	1	1	60	80	100	0	0	75	75	90	75	60	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		天王战意	1|0.2	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0.5	0|0.5	0|0.95	0|0.5	0|0	中原山贼首领	8	2.5	700	60	5		60	6		enemy127	50	4	10	5	1	10	5	1	10
山贼首领1	0	5	2			237	32	14	14	13	6	6	25	25	35	36	100	3	3	20	20	80	50	70	0	0	90	75	60	75	75	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		天王战意	1|0.2	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0.95	0|0.5	0|0	0|0.5	0|0.5	山贼首领1	8	2.5	700	60	5		60	6		enemy128	50	4	10	5	1	10	5	1	10
山贼首领2	0	5	3			238	31	18	18	13	6	6	25	25	36	40	100	3	3	20	35	80	50	70	0	0	75	60	75	75	90	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		天王战意	1|0.2	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0.5	0|0	0|0.5	0|0.5	0|0.95	山贼首领2	8	2.5	700	60	5		60	6		enemy129	50	4	10	5	1	10	5	1	10
西北山贼1	0	5	4			239	33	15	15	13	6	6	25	25	27	30	100	2	3	40	80	80	70	100	0	0	75	90	75	60	75	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0.5	0|0.95	0|0.5	0|0	0|0.5	西北山贼1	8	2.5	700	60	5		60	6		enemy130	50	4	10	5	1	10	5	1	10
西北山贼2	0	5	0			240	24	18	18	14	6	6	25	25	35	35	100	2	3	40	42	80	80	80	0	0	60	75	75	90	75	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0	0|0.5	0|0.5	0|0.95	0|0.5	西北山贼2	8	2.5	700	60	5		60	6		enemy131	50	4	10	5	1	10	5	1	10
西南山贼1	0	5	1			241	28	16	16	14	6	6	25	25	35	33	100	2	3	30	35	80	80	80	0	0	75	75	90	75	60	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0.5	0|0.5	0|0.95	0|0.5	0|0	西南山贼1	8	2.5	700	60	5		60	6		enemy132	50	4	10	5	1	10	5	1	10
西南山贼2	0	5	2			242	38	19	19	14	6	6	25	25	30	29	100	2	3	20	40	80	80	80	0	0	90	75	60	75	75	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0.95	0|0.5	0|0	0|0.5	0|0.5	西南山贼2	8	2.5	700	60	5		60	6		enemy133	50	4	10	5	1	10	5	1	10
江南山贼1	0	5	3			243	33	14	14	13	6	6	25	25	25	35	100	2	3	40	60	80	70	100	0	0	75	60	75	75	90	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0.5	0|0	0|0.5	0|0.5	0|0.95	江南山贼1	8	2.5	700	60	5		60	6		enemy134	50	4	10	5	1	10	5	1	10
江南山贼2	0	5	4			244	38	18	18	14	6	6	25	25	36	36	100	2	3	1	1	60	80	100	0	0	75	90	75	60	75	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0.5	0|0.95	0|0.5	0|0	0|0.5	江南山贼2	8	2.5	700	60	5		60	6		enemy135	50	4	10	5	1	10	5	1	10
华南山贼1	0	5	0			245	33	24	24	15	6	6	25	25	40	39	100	2	3	40	60	80	70	100	0	0	60	75	75	90	75	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0	0|0.5	0|0.5	0|0.95	0|0.5	华南山贼1	8	2.5	700	60	5		60	6		enemy136	50	4	10	5	1	10	5	1	10
华南山贼2	0	5	1			246	32	19	19	14	6	6	25	25	36	39	100	2	3	1	1	60	80	100	0	0	75	75	90	75	60	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0.5	0|0.5	0|0.95	0|0.5	0|0	华南山贼2	8	2.5	700	60	5		60	6		enemy137	50	4	10	5	1	10	5	1	10
东北山贼1	0	5	2			247	28	18	18	14	6	6	25	25	33	39	100	2	3	5	90	60	80	95	0	0	90	75	60	75	75	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0.95	0|0.5	0|0	0|0.5	0|0.5	东北山贼1	8	2.5	700	60	5		60	6		enemy138	50	4	10	5	1	10	5	1	10
东北山贼2	0	5	3			248	30	15	15	28	6	6	25	25	20	34	100	2	3	1	1	60	80	100	0	0	75	60	75	75	90	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0.5	0|0	0|0.5	0|0.5	0|0.95	东北山贼2	8	2.5	700	60	5		60	6		enemy139	50	4	10	5	1	10	5	1	10
华北山贼1	0	5	4			249	22	18	18	14	6	6	25	25	28	30	100	2	3	40	60	80	70	100	0	0	75	90	75	60	75	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0.5	0|0.95	0|0.5	0|0	0|0.5	华北山贼1	8	2.5	700	60	5		60	6		enemy140	50	4	10	5	1	10	5	1	10
